Column1,Column2,Column3,Column4,Column5,Column6
                 Frequency                     ,S11_It0,S11_It1,S11_It2,S11_It3,S11_It4
1,-0.028545922,-0.13329021,-0.3617214,-0.31978002,-0.38812211
1.0039999,-0.02355127,-0.14126028,-0.36505306,-0.3214553,-0.38649823
1.008,-0.019030833,-0.14813861,-0.36830248,-0.32373271,-0.38124752
1.012,-0.015011439,-0.1537972,-0.37149258,-0.32728278,-0.37455371
1.016,-0.011514547,-0.15813021,-0.37464667,-0.33251957,-0.36882752
1.02,-0.008558218,-0.16106348,-0.37778932,-0.33952062,-0.36628448
1.024,-0.006154696,-0.1625503,-0.38094535,-0.34801415,-0.36856782
1.028,-0.004315091,-0.16257417,-0.38413914,-0.35744261,-0.3764902
1.0319999,-0.003041322,-0.16114975,-0.3873956,-0.36707795,-0.38991078
1.036,-0.002335589,-0.15832021,-0.39074016,-0.37618283,-0.40777551
1.04,-0.002192138,-0.15415815,-0.39419736,-0.38416367,-0.42829687
1.044,-0.002602354,-0.14876214,-0.39779204,-0.39069599,-0.44926879
1.048,-0.003554508,-0.14225418,-0.40154776,-0.39579263,-0.46844535
1.052,-0.005031205,-0.13477817,-0.40548833,-0.39979607,-0.48394062
1.056,-0.00701162,-0.1264941,-0.40963665,-0.40330174,-0.49456726
1.0599999,-0.009473163,-0.11757669,-0.41401355,-0.40702907,-0.50004937
1.064,-0.012387975,-0.10821033,-0.41864091,-0.41166763,-0.50106211
1.068,-0.015725705,-0.098585104,-0.42353809,-0.41773233,-0.4990941
1.072,-0.019452449,-0.088893719,-0.42872365,-0.42545919,-0.49616382
1.076,-0.023533422,-0.079326042,-0.43421414,-0.43476021,-0.49445324
1.08,-0.027929591,-0.070067189,-0.44002674,-0.44524453,-0.4959219
1.084,-0.032602368,-0.061292523,-0.44617466,-0.45630629,-0.50198022
1.0880001,-0.03750908,-0.05316628,-0.45267176,-0.46725077,-0.5132639
1.092,-0.042606639,-0.045836686,-0.45952919,-0.47744693,-0.52954196
1.096,-0.047851472,-0.039433638,-0.46675669,-0.48645797,-0.54976652
1.1,-0.053199427,-0.034071208,-0.47436424,-0.49413598,-0.57225203
1.104,-0.058604643,-0.029839944,-0.48235733,-0.50064925,-0.59497209
1.108,-0.064023038,-0.026806084,-0.49074202,-0.50644576,-0.61590734
1.112,-0.069410487,-0.025015091,-0.49952231,-0.51215368,-0.63340368
1.1160001,-0.074722331,-0.024488183,-0.50869981,-0.51844811,-0.64647197
1.12,-0.079917576,-0.025222135,-0.51827585,-0.52590708,-0.65496127
1.124,-0.084954733,-0.027192029,-0.52825061,-0.53489431,-0.6595796
1.128,-0.089795588,-0.030346072,-0.53862123,-0.54548353,-0.6617528
1.132,-0.094400735,-0.034614155,-0.54938451,-0.55744981,-0.66335706
1.136,-0.098737927,-0.039903609,-0.56053622,-0.57031524,-0.66638279
1.14,-0.10277413,-0.046104457,-0.57207079,-0.58345817,-0.67258518
1.1440001,-0.10648039,-0.053089415,-0.58398148,-0.59623968,-0.6831933
1.148,-0.1098308,-0.060716654,-0.59625918,-0.60814186,-0.69871186
1.152,-0.11280137,-0.068833709,-0.6088978,-0.61887857,-0.71885
1.156,-0.1153751,-0.077276846,-0.62188511,-0.62845526,-0.74257869
1.16,-0.11753481,-0.085879564,-0.63521139,-0.63716355,-0.76830615
1.164,-0.11926929,-0.094471249,-0.64886674,-0.64552073,-0.79415576
1.168,-0.12057019,-0.1028818,-0.662838,-0.65415701,-0.81829135
1.1720001,-0.12143176,-0.11094747,-0.67711512,-0.66367892,-0.8392397
1.176,-0.12185611,-0.11850978,-0.69168416,-0.67454851,-0.85616071
1.1799999,-0.1218431,-0.1254213,-0.70653373,-0.68698466,-0.8689903
1.184,-0.12140102,-0.13155079,-0.72165042,-0.70092401,-0.87845053
1.188,-0.12053893,-0.13677954,-0.73702315,-0.71603149,-0.88590845
1.192,-0.11927203,-0.14101099,-0.75263836,-0.7317793,-0.89312449
1.196,-0.11761577,-0.14416874,-0.76848378,-0.74755763,-0.90193772
1.2,-0.11558931,-0.14619866,-0.78454873,-0.76280137,-0.9139482
1.204,-0.11321598,-0.14707066,-0.80082098,-0.77711585,-0.93025176
1.2079999,-0.11052104,-0.14677697,-0.81729061,-0.79035575,-0.95126494
1.212,-0.10753187,-0.14533648,-0.83394726,-0.80266062,-0.976662
1.216,-0.1042767,-0.14279008,-0.85078167,-0.81441832,-1.0054409
1.22,-0.10078709,-0.13920084,-0.86778651,-0.82618519,-1.0360917
1.224,-0.097095924,-0.13465293,-0.88495196,-0.83856759,-1.0668593
1.228,-0.093235946,-0.12924889,-0.9022737,-0.85209445,-1.0960439
1.232,-0.089243054,-0.12310829,-0.91974545,-0.86710733,-1.1223106
1.2359999,-0.085151313,-0.11636309,-0.93736271,-0.88369258,-1.1449189
1.24,-0.080995663,-0.10915721,-0.95512288,-0.90166721,-1.1638601
1.244,-0.076812317,-0.10164014,-0.97302459,-0.92061642,-1.1798577
1.248,-0.072634459,-0.093968213,-0.99106547,-0.93998712,-1.1942245
1.252,-0.068497439,-0.086296667,-1.0092486,-0.95920102,-1.2086301
1.256,-0.064435098,-0.078778308,-1.0275745,-0.97778155,-1.2248016
1.26,-0.060478268,-0.071564775,-1.0460462,-0.9954546,-1.2442294
1.2640001,-0.056659053,-0.064795464,-1.0646689,-1.0122056,-1.267921
1.268,-0.053005417,-0.058601069,-1.0834477,-1.0282846,-1.2962365
1.272,-0.049544994,-0.053100837,-1.1023913,-1.04415,-1.3288401
1.276,-0.046303823,-0.048397564,-1.1215077,-1.0603747,-1.3647568
1.28,-0.043305227,-0.044578407,-1.1408061,-1.0775214,-1.4025431
1.284,-0.040569634,-0.041713171,-1.1602962,-1.0960301,-1.4405319
1.288,-0.038116375,-0.039851744,-1.1799923,-1.1161256,-1.4771232
1.2920001,-0.035960827,-0.039025229,-1.1999067,-1.1377757,-1.5110678
1.296,-0.034117776,-0.039244031,-1.2200517,-1.1606955,-1.5416897
1.3,-0.032597023,-0.040500894,-1.2404446,-1.1844168,-1.5690116
1.304,-0.031406741,-0.042764541,-1.2611004,-1.2083794,-1.5937451
1.308,-0.030553038,-0.04598938,-1.2820351,-1.2320595,-1.6171656
1.312,-0.030038746,-0.050109317,-1.3032679,-1.2550729,-1.6408808
1.316,-0.029863472,-0.055040737,-1.3248157,-1.2772652,-1.6665487
1.3200001,-0.030025073,-0.060687978,-1.3466975,-1.2987401,-1.6955978
1.324,-0.03051866,-0.066937555,-1.3689323,-1.3198407,-1.7289878
1.3279999,-0.031336177,-0.073668605,-1.3915403,-1.3410744,-1.7670568
1.332,-0.032467359,-0.080749096,-1.4145394,-1.3630083,-1.8094725
1.336,-0.033900064,-0.088041125,-1.4379514,-1.38615,-1.8552886
1.34,-0.035619364,-0.095403932,-1.4617959,-1.410845,-1.9031054
1.344,-0.037609856,-0.10269372,-1.4860931,-1.4372023,-1.9513088
1.348,-0.039850754,-0.10976983,-1.5108645,-1.4650813,-1.9983494
1.352,-0.042323287,-0.11649632,-1.5361286,-1.4941149,-2.043018
1.3559999,-0.045005908,-0.12274459,-1.5619052,-1.5237935,-2.0846624
1.36,-0.047873878,-0.12839476,-1.5882152,-1.5535753,-2.123308
1.364,-0.050902308,-0.13334175,-1.6150762,-1.5829943,-2.1596546
1.368,-0.054067419,-0.13749249,-1.642509,-1.6117701,-2.1949524
1.372,-0.057341914,-0.14077434,-1.6705301,-1.6398642,-2.2307815
1.376,-0.060698826,-0.14312816,-1.6991585,-1.6674881,-2.2687753
1.38,-0.064110744,-0.14451792,-1.7284118,-1.6950634,-2.3103478
1.3839999,-0.067550382,-0.14492614,-1.7583052,-1.7231322,-2.356457
1.388,-0.070990883,-0.14435535,-1.788856,-1.7522422,-2.4074525
1.392,-0.074404115,-0.14282896,-1.8200781,-1.7828377,-2.4630166
1.396,-0.077763439,-0.14039049,-1.8519878,-1.8151627,-2.522227
1.4,-0.081044876,-0.13709996,-1.8845967,-1.8492174,-2.5837024
1.404,-0.084221843,-0.1330364,-1.9179188,-1.884756,-2.6458395
1.408,-0.087271222,-0.12829327,-1.9519653,-1.9213421,-2.7070913
1.4119999,-0.090171054,-0.12297645,-1.9867485,-1.9584396,-2.766239
1.416,-0.092898855,-0.11720427,-2.0222785,-1.9955286,-2.8226125
1.42,-0.095435434,-0.11110198,-2.0585632,-2.0322152,-2.8762194
1.424,-0.09776561,-0.10479909,-2.0956122,-2.0683226,-2.9277462
1.428,-0.099871223,-0.098431312,-2.1334343,-2.1039221,-2.9784421
1.432,-0.10173973,-0.092131802,-2.1720343,-2.1393291,-3.0299001
1.436,-0.10335988,-0.086031023,-2.2114192,-2.1750342,-3.0837833
1.4400001,-0.10472224,-0.080256521,-2.2515944,-2.2116008,-3.1415463
1.444,-0.10581954,-0.07492702,-2.2925639,-2.2495505,-3.2041909
1.448,-0.10664704,-0.070151136,-2.3343315,-2.2892552,-3.2721087
1.452,-0.10720347,-0.066025965,-2.3768997,-2.3308623,-3.345012
1.456,-0.10748682,-0.062636399,-2.4202712,-2.3742616,-3.4219856
1.46,-0.10750192,-0.060051884,-2.4644485,-2.4191121,-3.5016298
1.464,-0.10725063,-0.058325767,-2.5094305,-2.4649165,-3.5822998
1.4680001,-0.10674111,-0.057495216,-2.5552193,-2.5111211,-3.6623871
1.472,-0.10598122,-0.057578703,-2.6018141,-2.5572398,-3.7406023
1.476,-0.10498201,-0.058578184,-2.6492141,-2.6029553,-3.8162118
1.48,-0.10375642,-0.060478717,-2.6974194,-2.6481921,-3.8891832
1.484,-0.10231944,-0.063247509,-2.7464281,-2.6931362,-3.9601946
1.488,-0.10068482,-0.066833492,-2.7962379,-2.7381961,-4.0305279
1.492,-0.09887149,-0.071173071,-2.8468482,-2.7839231,-4.1018471
1.4960001,-0.096898524,-0.076186672,-2.8982569,-2.8308924,-4.1759152
1.5,-0.094784835,-0.081782329,-2.9504617,-2.8795895,-4.2542991
1.5039999,-0.09255064,-0.087856422,-3.00346,-2.9303074,-4.3381096
1.508,-0.090218008,-0.094296231,-3.0572508,-2.9830858,-4.4278183
1.512,-0.087810036,-0.10098335,-3.1118318,-3.0377038,-4.5231821
1.516,-0.085346726,-0.10779183,-3.1672013,-3.0937287,-4.6232697
1.52,-0.082851948,-0.11459689,-3.2233583,-3.1506006,-4.72662
1.524,-0.080348603,-0.12127099,-3.2802999,-3.2077602,-4.8314707
1.528,-0.07785779,-0.12769108,-3.3380265,-3.2647579,-4.936068
1.5319999,-0.075403151,-0.13373776,-3.3965385,-3.321365,-5.0389745
1.536,-0.073004129,-0.13930196,-3.4558331,-3.3776158,-5.1393316
1.54,-0.070683217,-0.14428148,-3.5159134,-3.4338111,-5.2370364
1.544,-0.068459424,-0.14858838,-3.5767786,-3.4904582,-5.3327737
1.548,-0.066351634,-0.1521479,-3.6384324,-3.5481621,-5.427908
1.552,-0.064377572,-0.15490145,-3.7008756,-3.6075047,-5.5242584
1.556,-0.062553999,-0.15680555,-3.7641115,-3.6689264,-5.6237925
1.5599999,-0.060896042,-0.15783665,-3.828144,-3.7326293,-5.7282912
1.564,-0.05941649,-0.15798804,-3.8929768,-3.7985368,-5.8390645
1.568,-0.058128135,-0.15727132,-3.9586176,-3.8663079,-5.9567261
1.572,-0.0570412,-0.15571635,-4.0250704,-3.9354126,-6.0810908
1.576,-0.056163528,-0.15337116,-4.0923419,-4.0052347,-6.2111945
1.58,-0.055504398,-0.15029779,-4.1604429,-4.0752086,-6.3454372
1.584,-0.055065777,-0.14657425,-4.2293789,-4.1449421,-6.4818412
1.5880001,-0.054853123,-0.14229282,-4.2991599,-4.2143002,-6.618385
1.592,-0.054868152,-0.13755443,-4.3697979,-4.2834467,-6.7533659
1.596,-0.055109507,-0.13246991,-4.4413039,-4.3528075,-6.8857158
1.6,-0.055576157,-0.12715726,-4.5136888,-4.42299,-7.015224
1.604,-0.056263403,-0.1217374,-4.5869663,-4.4946548,-7.1426048
1.608,-0.057165939,-0.11633449,-4.6611495,-4.5683807,-7.2693953
1.612,-0.058276931,-0.11106815,-4.7362545,-4.6445408,-7.3977077
1.6160001,-0.059587681,-0.10605986,-4.8122957,-4.7232251,-7.5298795
1.62,-0.06108884,-0.10142053,-4.8892883,-4.804218,-7.6680847
1.624,-0.062767262,-0.097257883,-4.9672497,-4.887041,-7.8139785
1.628,-0.064611178,-0.093665845,-5.0461976,-4.9710503,-7.9684234
1.632,-0.066606367,-0.090730002,-5.1261494,-5.0555715,-8.1313374
1.636,-0.068737857,-0.088521324,-5.2071237,-5.1400453,-8.3016879
1.64,-0.070989383,-0.087097782,-5.2891373,-5.224148,-8.4776382
1.6440001,-0.073344438,-0.086501552,-5.3722112,-5.3078756,-8.6568319
1.648,-0.075784719,-0.086758291,-5.4563656,-5.3915403,-8.8367884
1.652,-0.07829346,-0.087878278,-5.5416188,-5.4757212,-9.0153492
1.656,-0.080851754,-0.089855241,-5.6279902,-5.5611373,-9.1910912
1.66,-0.083440467,-0.092665958,-5.7155016,-5.648504,-9.3636412
1.664,-0.08604083,-0.096272416,-5.8041723,-5.7383779,-9.5337909
1.668,-0.088635617,-0.10062009,-5.8940208,-5.8310383,-9.7034158
1.6720001,-0.091204986,-0.10564117,-5.9850692,-5.9264247,-9.8751818
1.676,-0.093732287,-0.1112549,-6.0773348,-6.0241424,-10.052117
1.6799999,-0.096199066,-0.11736832,-6.1708381,-6.1235394,-10.237123
1.684,-0.098589327,-0.12387934,-6.2655979,-6.2238398,-10.432503
1.688,-0.10088595,-0.13067845,-6.3616319,-6.3243062,-10.639592
1.692,-0.10307458,-0.13764863,-6.4589576,-6.4244045,-10.858527
1.696,-0.10514128,-0.14467222,-6.5575924,-6.5239214,-11.088191
1.7,-0.10707243,-0.1516273,-6.6575529,-6.6230199,-11.326355
1.704,-0.1088571,-0.15839571,-6.7588538,-6.7222136,-11.570006
1.7079999,-0.11048443,-0.16486104,-6.8615092,-6.8222649,-11.815848
1.712,-0.11194581,-0.17091479,-6.9655322,-6.924021,-12.0609
1.716,-0.11323333,-0.17645487,-7.0709358,-7.0282393,-12.303103
1.72,-0.11434179,-0.18139142,-7.1777301,-7.1354183,-12.541801
1.724,-0.11526575,-0.18564644,-7.2859251,-7.2456857,-12.777987
1.728,-0.11600363,-0.18915555,-7.3955264,-7.3587626,-13.01425
1.732,-0.11655389,-0.19186971,-7.5065436,-7.4740067,-13.254411
1.7359999,-0.11691639,-0.19375769,-7.6189785,-7.5905406,-13.502947
1.74,-0.117093,-0.19480474,-7.7328356,-7.707432,-13.764309
1.744,-0.11708856,-0.1950139,-7.8481147,-7.8238917,-14.042238
1.748,-0.11690656,-0.19440631,-7.9648152,-7.9394507,-14.339206
1.752,-0.11655411,-0.19301901,-8.0829336,-8.0540696,-14.656021
1.756,-0.11603957,-0.19090739,-8.2024655,-8.1681589,-14.991661
1.76,-0.11537068,-0.18813978,-8.323402,-8.282496,-15.343363
1.7640001,-0.11455835,-0.1847996,-8.4457329,-8.3980644,-15.706994
1.768,-0.11361586,-0.180982,-8.5694452,-8.5158349,-16.077725
1.772,-0.11255314,-0.17679168,-8.6945253,-8.6365555,-16.450951
1.776,-0.11138485,-0.17234165,-8.820954,-8.7605744,-16.823315
1.78,-0.11012459,-0.16774859,-8.9487099,-8.8877496,-17.193665
1.784,-0.10878771,-0.16313541,-9.07777,-9.0174555,-17.563655
1.788,-0.10738865,-0.15862153,-9.2081065,-9.1486924,-17.937867
1.7920001,-0.10594384,-0.15432829,-9.3396896,-9.2802873,-18.323374
1.796,-0.10446999,-0.15037041,-9.4724862,-9.4111369,-18.728875
1.8,-0.10298172,-0.14685779,-9.6064601,-9.5404494,-19.163613
1.804,-0.10149517,-0.14389038,-9.7415704,-9.6679196,-19.636281
1.808,-0.10002704,-0.14155891,-9.8777732,-9.7938123,-20.154056
1.812,-0.098592837,-0.13994195,-10.015021,-9.9189058,-20.721846
1.816,-0.097207766,-0.13910492,-10.153263,-10.044323,-21.341765
1.8200001,-0.095886574,-0.13909909,-10.292444,-10.171283,-22.012884
1.824,-0.094643486,-0.13995737,-10.432505,-10.30081,-22.731385
1.8279999,-0.093491023,-0.14170013,-10.573383,-10.433496,-23.491296
1.832,-0.092443571,-0.14433011,-10.715011,-10.569332,-24.286088
1.836,-0.091511342,-0.14783303,-10.857316,-10.707673,-25.111236
1.84,-0.090705789,-0.15217743,-11.000224,-10.84733,-25.967647
1.844,-0.090035542,-0.15731892,-11.143656,-10.986796,-26.25
1.848,-0.089509785,-0.1631949,-11.287525,-11.124542,-26.35
1.852,-0.089135974,-0.1697303,-11.431743,-11.259352,-26.45
1.8559999,-0.088918783,-0.17683731,-11.576217,-11.390582,-26.65
1.86,-0.088864396,-0.18441615,-11.720848,-11.51831,-26.85
1.864,-0.088975355,-0.19235847,-11.865534,-11.643318,-26.855
1.868,-0.089253859,-0.2005498,-12.010167,-11.766904,-26.95
1.872,-0.089699633,-0.20886827,-12.154635,-11.890568,-26.5
1.876,-0.09031395,-0.21719035,-12.298822,-12.01,-26.565
1.88,-0.091094317,-0.22539279,-12.442605,-12.02,-26.65
1.8839999,-0.092035292,-0.2333537,-12.585859,-12.03,-26.552
1.888,-0.093135932,-0.24095639,-12.728453,-12.04,-26.485
1.892,-0.094387309,-0.24808995,-12.870251,-12.06,-26.45
1.896,-0.095784869,-0.25465555,-13.011113,-12.08,-26.435
1.9,-0.097318283,-0.2605639,-13.150895,-12.09,-26.43
1.904,-0.098980379,-0.26574102,-13.289447,-12.1,-26.425
1.908,-0.10076115,-0.27012608,-13.426616,-12.15,-26.35
1.9119999,-0.10264784,-0.27367665,-13.562244,-12.16,-26.315
1.916,-0.10463053,-0.2763688,-13.696171,-12.17,-26.225
1.92,-0.10669682,-0.2781961,-13.828233,-12.18,-26.115
1.924,-0.10883309,-0.27916968,-13.958258,-12.19,-25.754332
1.928,-0.11102536,-0.27932157,-14.086076,-12.2,-25.048728
1.932,-0.1132609,-0.27870125,-14.211513,-12.21,-24.366001
1.936,-0.11552593,-0.27737349,-14.334391,-12.22,-23.712931
1.9400001,-0.11780523,-0.27542055,-14.454531,-12.35,-23.098364
1.944,-0.12008479,-0.27293794,-14.571752,-12.38,-22.530366
1.948,-0.12235068,-0.27003407,-14.685874,-12.39,-22.014441
1.952,-0.12458887,-0.26682729,-14.796714,-12.4,-21.552653
1.956,-0.12678523,-0.26344196,-14.904091,-12.45,-21.143423
1.96,-0.12892755,-0.26000938,-15.007826,-12.48,-20.781732
1.964,-0.13100277,-0.256663,-15.10774,-12.5,-20.459634
1.9680001,-0.13299783,-0.25353472,-15.203657,-12.52,-20.16708
1.972,-0.13490262,-0.25075509,-15.295407,-12.54,-19.893036
1.976,-0.13670646,-0.24844894,-15.382824,-12.56,-19.626883
1.98,-0.13839899,-0.24673546,-15.465749,-12.58,-19.359902
1.984,-0.13997204,-0.24572201,-15.544029,-12.6,-19.086555
1.988,-0.14141867,-0.24550461,-15.61752,-12.62,-18.805192
1.992,-0.14273016,-0.24616726,-15.686087,-12.64,-18.517989
1.9960001,-0.14390358,-0.24777813,-15.749609,-12.66,-18.23011
2,-0.14493387,-0.25038856,-15.807974,-12.68,-17.948381
2.0039999,-0.14581762,-0.25403553,-15.861086,-12.69,-17.679825
2.0079999,-0.14655375,-0.25873467,-15.90886,-12.7,-17.430389
2.0120001,-0.14714152,-0.2644857,-15.951231,-12.72,-17.204018
2.016,-0.14758102,-0.27126996,-15.988146,-12.728,-17.002149
2.02,-0.14787555,-0.27904949,-16.019573,-12.732,-16.823568
2.0239999,-0.14802696,-0.2877697,-16.045494,-12.738,-16.664626
2.0280001,-0.14804048,-0.29735973,-16.065915,-12.8,-16.519753
2.0320001,-0.14792213,-0.30773245,-16.080855,-12.9,-16.382276
2.036,-0.14767702,-0.31878682,-16.090353,-13,-16.245451
2.04,-0.14731303,-0.33041086,-16.09447,-13.1,-16.103574
2.0439999,-0.14683955,-0.34248045,-16.09328,-13.2,-15.952973
2.0480001,-0.14626597,-0.35486377,-16.086881,-13.208,-15.792627
2.052,-0.14560116,-0.36742446,-16.075383,-13.25,-15.624256
2.056,-0.14485742,-0.38002288,-16.058913,-13.28,-15.451854
2.0599999,-0.14404586,-0.39251759,-16.037617,-13.305,-15.280814
2.0639999,-0.14317769,-0.40477316,-16.011652,-13.308,-15.116853
2.0680001,-0.1422663,-0.41665798,-15.981186,-13.315,-14.965006
2.072,-0.14132423,-0.42804796,-15.946403,-13.325,-14.828814
2.076,-0.14036302,-0.43883345,-15.907492,-13.345,-14.709819
2.0799999,-0.13939745,-0.4489159,-15.864655,-13.365,-14.607368
2.0840001,-0.13843958,-0.45821435,-15.818098,-13.385,-14.51872
2.0880001,-0.13750276,-0.46666657,-15.768034,-13.405,-14.439463
2.092,-0.1365995,-0.47422977,-15.714676,-13.505,-14.364184
2.096,-0.13574106,-0.48088363,-15.658246,-13.38,-14.287354
2.0999999,-0.1349404,-0.48662905,-15.598961,-13.35,-14.204282
2.1040001,-0.13420881,-0.49149016,-15.537042,-13.357798,-14.111977
2.108,-0.13355667,-0.49551424,-15.472703,-13.290998,-14.009706
2.112,-0.13299443,-0.49876931,-15.406162,-13.218717,-13.899094
2.1159999,-0.13253045,-0.50134567,-15.337629,-13.140528,-13.783759
2.1199999,-0.13217438,-0.50335226,-15.26731,-13.057206,-13.668572
2.1240001,-0.13193331,-0.50491551,-15.195407,-12.970557,-13.558729
2.128,-0.13181344,-0.50617649,-15.122116,-12.883019,-13.458837
2.132,-0.13182165,-0.5072914,-15.047622,-12.797121,-13.372171
2.1359999,-0.13196138,-0.50842361,-14.97211,-12.714946,-13.300179
2.1400001,-0.13223621,-0.50974328,-14.895751,-12.637709,-13.242269
2.1440001,-0.1326489,-0.51142665,-14.818712,-12.56552,-13.195901
2.148,-0.13320085,-0.51365006,-14.74115,-12.497385,-13.156951
2.152,-0.13389206,-0.51658705,-14.663215,-12.431435,-13.120357
2.1559999,-0.1347217,-0.5204062,-14.585046,-12.365342,-13.080949
2.1600001,-0.13568807,-0.52526956,-14.506779,-12.296836,-13.034381
2.164,-0.13678813,-0.53132603,-14.428534,-12.224228,-12.977945
2.168,-0.13801692,-0.53871409,-14.350429,-12.146798,-12.911119
2.1719999,-0.13937067,-0.54755589,-14.272572,-12.064965,-12.835658
2.1760001,-0.14084263,-0.55795775,-14.195062,-11.980195,-12.75525
2.1800001,-0.14242509,-0.57000608,-14.117992,-11.894673,-12.674781
2.184,-0.14411111,-0.58376848,-14.041444,-11.810814,-12.59944
2.188,-0.14589154,-0.59929042,-13.965496,-11.730742,-12.533807
2.1919999,-0.14775757,-0.61659734,-13.890218,-11.655847,-12.481116
2.1960001,-0.14969861,-0.63569172,-13.815672,-11.586499,-12.442752
2.2,-0.15170488,-0.65655496,-13.741915,-11.521973,-12.418029
2.204,-0.15376367,-0.67914627,-13.668996,-11.460611,-12.404273
2.2079999,-0.15586573,-0.70340408,-13.596958,-11.40016,-12.397194
2.2119999,-0.15799728,-0.72924868,-13.525839,-11.338262,-12.391545
2.2160001,-0.16014726,-0.75657951,-13.455672,-11.272971,-12.382003
2.22,-0.16230294,-0.78528231,-13.386484,-11.203185,-12.364139
2.224,-0.16445349,-0.81522739,-13.318296,-11.128913,-12.335291
2.2279999,-0.16658578,-0.84627345,-13.251127,-11.051263,-12.295138
2.2320001,-0.16868887,-0.87827198,-13.184988,-10.9722,-12.245794
2.2360001,-0.17075053,-0.91106812,-13.11989,-10.894116,-12.191412
2.24,-0.17275965,-0.94450557,-13.055836,-10.819297,-12.137402
2.244,-0.17470632,-0.97843346,-12.992828,-10.749446,-12.089441
2.2479999,-0.17657919,-1.0127007,-12.930864,-10.685323,-12.052507
2.2520001,-0.17836984,-1.0471733,-12.869938,-10.626579,-12.030073
2.256,-0.18006925,-1.0817287,-12.810044,-10.571823,-12.023562
2.26,-0.18166968,-1.1162627,-12.75117,-10.518895,-12.032104
2.2639999,-0.18316297,-1.1506965,-12.693303,-10.465309,-12.0526
2.2679999,-0.18454328,-1.1849747,-12.636428,-10.408794,-12.080133
2.2720001,-0.185807,-1.2190724,-12.580529,-10.347785,-12.108702
2.276,-0.18694857,-1.2529996,-12.525586,-10.281789,-12.132235
2.28,-0.18796463,-1.2867958,-12.47158,-10.211502,-12.145726
2.2839999,-0.18885313,-1.3205424,-12.418488,-10.138668,-12.146296
2.2880001,-0.18961324,-1.3543569,-12.366291,-10.065685,-12.133868
2.2920001,-0.19024603,-1.3883921,-12.314962,-9.9950961,-12.111292
2.296,-0.19075164,-1.4228418,-12.264479,-9.9290382,-12.083854
2.3,-0.19113115,-1.4579332,-12.214818,-9.8687894,-12.058311
2.3039999,-0.19139017,-1.4939316,-12.165954,-9.8144933,-12.041702
2.3080001,-0.19153215,-1.5311333,-12.117862,-9.7651093,-12.040193
2.312,-0.1915615,-1.5698658,-12.070519,-9.7185974,-12.058108
2.316,-0.1914856,-1.6104823,-12.023898,-9.6723208,-12.097273
2.3199999,-0.19131073,-1.6533619,-11.977979,-9.6235908,-12.156674
2.3239999,-0.19104545,-1.6989031,-11.932734,-9.5702446,-12.232489
2.3280001,-0.19069884,-1.7475202,-11.888144,-9.5111444,-12.318509
2.332,-0.1902796,-1.7996426,-11.844185,-9.4464454,-12.407013
